Fiscal-year_Exercice-financier,AO_ID,DFRP-property-No_No-bien-immobilier-RBIF,DFRP-structure-No_No-structure-RBIF,Property-name_Nom-du-bien-ENG,Property-name_Nom-du-bien-FRA,Structure-name_Nom-du-structure-ENG,Structure-name_Nom-du-structure-FRA,Structure-address_Adresse-du-structure-ENG,Structure-address_Adresse-du-structure-FRA,City-Ville,Province-Code_Code-de-province,Province-territory_Province-territoire-ENG,Province-territory_Province-territoire-FRA,Postal-code_Code-postal,Structure-condition_condition-de-la-structure-ENG,Structure-condition_condition-de-la-structure-FRA,Property-condition_condition-du-bien-ENG,Property-condition_condition-du-bien-FRA,Heritage-designation-type_Type-de-désignation,Heritage-designation_Désignation-ENG,Heritage-designation_Désignation-FRA,Interest-Type_Type-de-propriété-ENG,Interest-Type_Type-de-propriété-FRA
2023-2024,P400237-104-40001117,08831,103815,"National Press Block Site (Block 3)","Site Bloc de la Presse nationale (Bloc 3)","Booth Building","Édifice Booth","165 Sparks Street","165, rue Sparks",Ottawa,ON,Ontario,Ontario,"K1P 5B9",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P400237-105-40001149,08831,103817,"National Press Block Site (Block 3)","Site Bloc de la Presse nationale (Bloc 3)","Sir John A. Macdonald Building","Édifice Sir John A. Macdonald","144 Wellington Street","144, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5T3",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2020-2021,P400237-105-40001149,08831,103817,"National Press Block Site (Block 3)","Site Bloc de la Presse nationale (Bloc 3)","Sir John A. Macdonald Building","Édifice Sir John A. Macdonald","144 Wellington Street","144, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5T3",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2021-2022,P400237-105-40001149,08831,103817,"National Press Block Site (Block 3)","Site Bloc de la Presse nationale (Bloc 3)","Sir John A. Macdonald Building","Édifice Sir John A. Macdonald","144 Wellington Street","144, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5T3",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2022-2023,P400237-105-40001149,08831,103817,"National Press Block Site (Block 3)","Site Bloc de la Presse nationale (Bloc 3)","Sir John A. Macdonald Building","Édifice Sir John A. Macdonald","144 Wellington Street","144, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5T3",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2023-2024,P400237-105-40001149,08831,103817,"National Press Block Site (Block 3)","Site Bloc de la Presse nationale (Bloc 3)","Sir John A. Macdonald Building","Édifice Sir John A. Macdonald","144 Wellington Street","144, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5T3",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2019-2020,P400240-101-40000566,09412,054533,"Rideau Canal National Historic Site of Canada","Lieu Historique National du Canada du Canal-Rideau","Senate of Canada Building","Édifice du Sénat du Canada","2 Rideau Street","2, rue Rideau",Ottawa,ON,Ontario,Ontario,"K1N 8X5",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2020-2021,P400240-101-40000566,09412,054533,"Rideau Canal National Historic Site of Canada","Lieu Historique National du Canada du Canal-Rideau","Senate of Canada Building","Édifice du Sénat du Canada","2 Rideau Street","2, rue Rideau",Ottawa,ON,Ontario,Ontario,"K1N 8X5",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2021-2022,P400240-101-40000566,09412,054533,"Rideau Canal National Historic Site of Canada","Lieu Historique National du Canada du Canal-Rideau","Senate of Canada Building","Édifice du Sénat du Canada","2 Rideau Street","2, rue Rideau",Ottawa,ON,Ontario,Ontario,"K1N 8X5",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2022-2023,P400240-101-40000566,09412,054533,"Rideau Canal National Historic Site of Canada","Lieu Historique National du Canada du Canal-Rideau","Senate of Canada Building","Édifice du Sénat du Canada","2 Rideau Street","2, rue Rideau",Ottawa,ON,Ontario,Ontario,"K1N 8X5",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2023-2024,P400240-101-40000566,09412,054533,"Rideau Canal National Historic Site of Canada","Lieu Historique National du Canada du Canal-Rideau","Senate of Canada Building","Édifice du Sénat du Canada","2 Rideau Street","2, rue Rideau",Ottawa,ON,Ontario,Ontario,"K1N 8X5",Fair,Passable,Fair,Passable,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2019-2020,P400242-101-40000794,09020,009020,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson Building","Édifice Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Fair,Passable,Fair,Passable,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2020-2021,P400242-101-40000794,09020,009020,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson Building","Édifice Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Unknown,Inconnue,Unknown,Inconnue,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2021-2022,P400242-101-40000794,09020,009020,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson Building","Édifice Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2022-2023,P400242-101-40000794,09020,009020,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson Building","Édifice Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2023-2024,P400242-101-40000794,09020,009020,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson Building","Édifice Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Fair,Passable,Fair,Passable,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2021-2022,P400242-103-80001885,09020,154584,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson Sussex Pavilion","Pavillon Sussex Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Unknown,Inconnue,Unknown,Inconnue,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2022-2023,P400242-103-80001885,09020,154584,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson Sussex Pavilion","Pavillon Sussex Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2023-2024,P400242-103-80001885,09020,154584,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson Sussex Pavilion","Pavillon Sussex Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2021-2022,P400242-104-80001884,09020,154583,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson King Edward Pavilion","Pavillon King Edward Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Unknown,Inconnue,Unknown,Inconnue,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2022-2023,P400242-104-80001884,09020,154583,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson King Edward Pavilion","Pavillon King Edward Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2023-2024,P400242-104-80001884,09020,154583,"Lester B. Pearson Site","Site Lester B. Pearson","Lester B. Pearson King Edward Pavilion","Pavillon King Edward Lester B. Pearson","125 Sussex Drive","125, promenade Sussex",Ottawa,ON,Ontario,Ontario,"K1A 0G2",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P400246-101-40000574,54824,054824,"Rideau Falls Dam & Central Heating NRC Plant Site","Site Barrage des Chutes Rideau et Chaufferie (CNRC)","Rideau Falls Lab","Laboratoire des Chutes Rideau","50 Sussex Drive (1 John Street)","50, promenade Sussex (1 rue John)",Ottawa,ON,Ontario,Ontario,"K1M 1N3",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400246-101-40000574,54824,054824,"Rideau Falls Dam & Central Heating NRC Plant Site","Site Barrage des Chutes Rideau et Chaufferie (CNRC)","Rideau Falls Lab","Laboratoire des Chutes Rideau","50 Sussex Drive (1 John Street)","50, promenade Sussex (1 rue John)",Ottawa,ON,Ontario,Ontario,"K1M 1N3",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400246-101-40000574,54824,054824,"Rideau Falls Dam & Central Heating NRC Plant Site","Site Barrage des Chutes Rideau et Chaufferie (CNRC)","Rideau Falls Lab","Laboratoire des Chutes Rideau","50 Sussex Drive (1 John Street)","50, promenade Sussex (1 rue John)",Ottawa,ON,Ontario,Ontario,"K1M 1N3",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400246-101-40000574,54824,054824,"Rideau Falls Dam & Central Heating NRC Plant Site","Site Barrage des Chutes Rideau et Chaufferie (CNRC)","Rideau Falls Lab","Laboratoire des Chutes Rideau","50 Sussex Drive (1 John Street)","50, promenade Sussex (1 rue John)",Ottawa,ON,Ontario,Ontario,"K1M 1N3",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P400246-101-40000574,54824,054824,"Rideau Falls Dam & Central Heating NRC Plant Site","Site Barrage des Chutes Rideau et Chaufferie (CNRC)","Rideau Falls Lab","Laboratoire des Chutes Rideau","50 Sussex Drive (1 John Street)","50, promenade Sussex (1 rue John)",Ottawa,ON,Ontario,Ontario,"K1M 1N3",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400281-101-40003082,08807,007163,"GC Site - Ottawa","Site GC - Ottawa","James Michael Flaherty","James Michael Flaherty","90 Elgin Street","90, rue Elgin",Ottawa,ON,Ontario,Ontario,"K1P 5B8",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable","Lease purchase","Bail achat"
2023-2024,P400281-101-40003082,08807,007163,"GC Site - Ottawa","Site GC - Ottawa","James Michael Flaherty","James Michael Flaherty","90 Elgin Street","90, rue Elgin",Ottawa,ON,Ontario,Ontario,"K1P 5B8",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable","Lease purchase","Bail achat"
2019-2020,P400309-101-40000642,07605,007605,"National Printing Bureau Site","Site Imprimerie nationale du Canada","National Printing Bureau","Imprimerie nationale du Canada","45 Sacré-Coeur Boulevard","45, boulevard Sacré-Coeur",Gatineau,QC,Quebec,Québec,"J8X 1C6",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2020-2021,P400309-101-40000642,07605,007605,"National Printing Bureau Site","Site Imprimerie nationale du Canada","National Printing Bureau","Imprimerie nationale du Canada","45 Sacré-Coeur Boulevard","45, boulevard Sacré-Coeur",Gatineau,QC,Quebec,Québec,"J8X 1C6",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2021-2022,P400309-101-40000642,07605,007605,"National Printing Bureau Site","Site Imprimerie nationale du Canada","National Printing Bureau","Imprimerie nationale du Canada","45 Sacré-Coeur Boulevard","45, boulevard Sacré-Coeur",Gatineau,QC,Quebec,Québec,"J8X 1C6",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2022-2023,P400309-101-40000642,07605,007605,"National Printing Bureau Site","Site Imprimerie nationale du Canada","National Printing Bureau","Imprimerie nationale du Canada","45 Sacré-Coeur Boulevard","45, boulevard Sacré-Coeur",Gatineau,QC,Quebec,Québec,"J8X 1C6",Critical,Critique,Critical,Critique,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2023-2024,P400309-101-40000642,07605,007605,"National Printing Bureau Site","Site Imprimerie nationale du Canada","National Printing Bureau","Imprimerie nationale du Canada","45 Sacré-Coeur Boulevard","45, boulevard Sacré-Coeur",Gatineau,QC,Quebec,Québec,"J8X 1C6",Critical,Critique,Critical,Critique,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2019-2020,P400310-101-40000645,07611,007611,"Canadian Foreign Service Institute (Bisson Centre) Site","Site Institut canadien du service extérieur (Centre Bisson)","Canadian Foreign Service Institute (Bisson Centre)","Institut canadien du service extérieur (Centre Bisson)","115 Bisson Street","115, rue Bisson",Gatineau,QC,Quebec,Québec,"J8Y 5M2",Good,Bonne,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P400310-101-40000645,07611,007611,"Canadian Foreign Service Institute (Bisson Centre) Site","Site Institut canadien du service extérieur (Centre Bisson)","Canadian Foreign Service Institute (Bisson Centre)","Institut canadien du service extérieur (Centre Bisson)","115 Bisson Street","115, rue Bisson",Gatineau,QC,Quebec,Québec,"J8Y 5M2",Good,Bonne,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P400310-101-40000645,07611,007611,"Canadian Foreign Service Institute (Bisson Centre) Site","Site Institut canadien du service extérieur (Centre Bisson)","Canadian Foreign Service Institute (Bisson Centre)","Institut canadien du service extérieur (Centre Bisson)","115 Bisson Street","115, rue Bisson",Gatineau,QC,Quebec,Québec,"J8Y 5M2",Good,Bonne,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P400310-101-40000645,07611,007611,"Canadian Foreign Service Institute (Bisson Centre) Site","Site Institut canadien du service extérieur (Centre Bisson)","Canadian Foreign Service Institute (Bisson Centre)","Institut canadien du service extérieur (Centre Bisson)","115 Bisson Street","115, rue Bisson",Gatineau,QC,Quebec,Québec,"J8Y 5M2",Good,Bonne,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P400310-101-40000645,07611,007611,"Canadian Foreign Service Institute (Bisson Centre) Site","Site Institut canadien du service extérieur (Centre Bisson)","Canadian Foreign Service Institute (Bisson Centre)","Institut canadien du service extérieur (Centre Bisson)","115 Bisson Street","115, rue Bisson",Gatineau,QC,Quebec,Québec,"J8Y 5M2",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P400325-101-40000662,08703,008703,"Mulligan Site","Site Mulligan","Mulligan Building","Édifice Mulligan","1800 Walkley Road","1800, chemin Walkley",Ottawa,ON,Ontario,Ontario,"K1A 0M5",Critical,Critique,Critical,Critique,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P400325-101-40000662,08703,008703,"Mulligan Site","Site Mulligan","Mulligan Building","Édifice Mulligan","1800 Walkley Road","1800, chemin Walkley",Ottawa,ON,Ontario,Ontario,"K1A 0M5",Fair,Passable,Fair,Passable,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2021-2022,P400325-101-40000662,08703,008703,"Mulligan Site","Site Mulligan","Mulligan Building","Édifice Mulligan","1800 Walkley Road","1800, chemin Walkley",Ottawa,ON,Ontario,Ontario,"K1A 0M5",Critical,Critique,Critical,Critique,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2022-2023,P400325-101-40000662,08703,008703,"Mulligan Site","Site Mulligan","Mulligan Building","Édifice Mulligan","1800 Walkley Road","1800, chemin Walkley",Ottawa,ON,Ontario,Ontario,"K1A 0M5",Fair,Passable,Fair,Passable,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2023-2024,P400325-101-40000662,08703,008703,"Mulligan Site","Site Mulligan","Mulligan Building","Édifice Mulligan","1800 Walkley Road","1800, chemin Walkley",Ottawa,ON,Ontario,Ontario,"K1A 0M5",Fair,Passable,Fair,Passable,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P400340-108-80001613,31339,103447,"GC Site - Timiskaming Dam (Ontario side)","Site GC - Barrage de Témiscamingue (côté Ontario)","Dam Workshop (Ontario) Sault Island","Ateliers du barrage (Ontario) Île Sault","Sault Island","Île Sault",Nipissing,ON,Ontario,Ontario,"P0H 1W0",Good,Bonne,Good,Bonne,,Unknown,Inconnue,Crown-owned,"Propriété de l'État"
2019-2020,P400340-110-80001615,31339,103445,"GC Site - Timiskaming Dam (Ontario side)","Site GC - Barrage de Témiscamingue (côté Ontario)","Nault Residence (Ontario) Sault Island","Résidence Nault (Ontario) Île Sault","Sault Island","Île Sault",Nipissing,ON,Ontario,Ontario,"P0H 1W0",Good,Bonne,Good,Bonne,,Unknown,Inconnue,Crown-owned,"Propriété de l'État"
2019-2020,P400340-111-80001616,31339,031339,"GC Site - Timiskaming Dam (Ontario side)","Site GC - Barrage de Témiscamingue (côté Ontario)","Dam Office (Ontario) Sault Island","Bureau du barrage (Ontario) Île Sault","Sault Island","Île Sault",Nipissing,ON,Ontario,Ontario,"P0H 1W0",Good,Bonne,Good,Bonne,,Unknown,Inconnue,Crown-owned,"Propriété de l'État"
2020-2021,P400340-111-80001616,31339,031339,"GC Site - Timiskaming Dam (Ontario side)","Site GC - Barrage de Témiscamingue (côté Ontario)","Dam Office (Ontario) Sault Island","Bureau du barrage (Ontario) Île Sault","Sault Island","Île Sault",Nipissing,QC,Quebec,Québec,"P0H 1W0",N/A,s/o,N/A,s/o,,Unknown,Inconnue,Crown-owned,"Propriété de l'État"
2019-2020,P400373-105-40000876,17931,017931,"Macdonald-Cartier Data Centre Site","Site Centre des données Macdonald-Cartier","Macdonald-Cartier Data Centre","Centre de données Macdonald-Cartier","1600 Tom Roberts Road","1600, chemin Tom Roberts",Ottawa,ON,Ontario,Ontario,"K1V 1E6",Critical,Critique,Critical,Critique,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2020-2021,P400373-105-40000876,17931,017931,"Macdonald-Cartier Data Centre Site","Site Centre des données Macdonald-Cartier","Macdonald-Cartier Data Centre","Centre de données Macdonald-Cartier","1600 Tom Roberts Road","1600, chemin Tom Roberts",Ottawa,ON,Ontario,Ontario,"K1V 1E6",Poor,"Piètre qualité",Poor,"Piètre qualité",600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2019-2020,P400395-101-40000737,54501,054501,"CMN - Curatorial Centre Site","Site Centre de conservation MCN","CMN - Curatorial Centre","MCN - Centre de Conservation","1770 Pink Road","1770, chemin Pink",Gatineau,QC,Quebec,Québec,"J9J 3N7",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400395-101-40000737,54501,054501,"CMN - Curatorial Centre Site","Site Centre de conservation MCN","CMN - Curatorial Centre","MCN - Centre de Conservation","1770 Pink Road","1770, chemin Pink",Gatineau,QC,Quebec,Québec,"J9J 3N7",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400395-101-40000737,54501,054501,"CMN - Curatorial Centre Site","Site Centre de conservation MCN","CMN - Curatorial Centre","MCN - Centre de Conservation","1770 Pink Road","1770, chemin Pink",Gatineau,QC,Quebec,Québec,"J9J 3N7",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400395-101-40000737,54501,054501,"CMN - Curatorial Centre Site","Site Centre de conservation MCN","CMN - Curatorial Centre","MCN - Centre de Conservation","1770 Pink Road","1770, chemin Pink",Gatineau,QC,Quebec,Québec,"J9J 3N7",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P400395-101-40000737,54501,054501,"CMN - Curatorial Centre Site","Site Centre de conservation MCN","CMN - Curatorial Centre","MCN - Centre de Conservation","1770 Pink Road","1770, chemin Pink",Gatineau,QC,Quebec,Québec,"J9J 3N7",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P400452-101-40000796,07253,007253,"Saint Andrew's Tower Site","Site Tour St. Andrew's","St. Andrew's Tower","Tour St. Andrew's","275 Sparks Street","275, rue Sparks",Ottawa,ON,Ontario,Ontario,"K1R 7X9",Critical,Critique,Critical,Critique,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2020-2021,P400452-101-40000796,07253,007253,"Saint Andrew's Tower Site","Site Tour St. Andrew's","St. Andrew's Tower","Tour St. Andrew's","275 Sparks Street","275, rue Sparks",Ottawa,ON,Ontario,Ontario,"K1R 7X9",Critical,Critique,Critical,Critique,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2021-2022,P400452-101-40000796,07253,007253,"Saint Andrew's Tower Site","Site Tour St. Andrew's","St. Andrew's Tower","Tour St. Andrew's","275 Sparks Street","275, rue Sparks",Ottawa,ON,Ontario,Ontario,"K1R 7X9",Critical,Critique,Critical,Critique,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2022-2023,P400452-101-40000796,07253,007253,"Saint Andrew's Tower Site","Site Tour St. Andrew's","St. Andrew's Tower","Tour St. Andrew's","275 Sparks Street","275, rue Sparks",Ottawa,ON,Ontario,Ontario,"K1R 7X9",Fair,Passable,Fair,Passable,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2023-2024,P400452-101-40000796,07253,007253,"Saint Andrew's Tower Site","Site Tour St. Andrew's","St. Andrew's Tower","Tour St. Andrew's","275 Sparks Street","275, rue Sparks",Ottawa,ON,Ontario,Ontario,"K1R 7X9",Fair,Passable,Fair,Passable,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2019-2020,P400478-101-40000823,08647,008647,"Sir Charles Tupper Site","Site Sir-Charles-Tupper","Sir Charles Tupper Building","Édifice Sir-Charles-Tupper","2720 Riverside Drive","2720, promenade Riverside",Ottawa,ON,Ontario,Ontario,"K1A 0M2",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P400478-101-40000823,08647,008647,"Sir Charles Tupper Site","Site Sir-Charles-Tupper","Sir Charles Tupper Building","Édifice Sir-Charles-Tupper","2720 Riverside Drive","2720, promenade Riverside",Ottawa,ON,Ontario,Ontario,"K1A 0M2",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P400478-101-40000823,08647,008647,"Sir Charles Tupper Site","Site Sir-Charles-Tupper","Sir Charles Tupper Building","Édifice Sir-Charles-Tupper","2720 Riverside Drive","2720, promenade Riverside",Ottawa,ON,Ontario,Ontario,"K1A 0M2",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P400478-101-40000823,08647,008647,"Sir Charles Tupper Site","Site Sir-Charles-Tupper","Sir Charles Tupper Building","Édifice Sir-Charles-Tupper","2720 Riverside Drive","2720, promenade Riverside",Ottawa,ON,Ontario,Ontario,"K1A 0M2",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P400478-101-40000823,08647,008647,"Sir Charles Tupper Site","Site Sir-Charles-Tupper","Sir Charles Tupper Building","Édifice Sir-Charles-Tupper","2720 Riverside Drive","2720, promenade Riverside",Ottawa,ON,Ontario,Ontario,"K1A 0M2",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P400491-101-40000837,07251,007251,"Qimugjuk Site","Site Qimugjuk","Qimugjuk Building","Édifice Qimugjuk","969 Federal Road","969, rue Federal",Iqaluit,NU,Nunavut,Nunavut,"X0A 0H0",Fair,Passable,Fair,Passable,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P400491-101-40000837,07251,007251,"Qimugjuk Site","Site Qimugjuk","Qimugjuk Building","Édifice Qimugjuk","969 Federal Road","969, rue Federal",Iqaluit,NU,Nunavut,Nunavut,"X0A 0H0",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2021-2022,P400491-101-40000837,07251,007251,"Qimugjuk Site","Site Qimugjuk","Qimugjuk Building","Édifice Qimugjuk","969 Federal Road","969, rue Federal",Iqaluit,NU,Nunavut,Nunavut,"X0A 0H0",Fair,Passable,Fair,Passable,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2022-2023,P400491-101-40000837,07251,007251,"Qimugjuk Site","Site Qimugjuk","Qimugjuk Building","Édifice Qimugjuk","969 Federal Road","969, rue Federal",Iqaluit,NU,Nunavut,Nunavut,"X0A 0H0",Fair,Passable,Fair,Passable,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2023-2024,P400491-101-40000837,07251,007251,"Qimugjuk Site","Site Qimugjuk","Qimugjuk Building","Édifice Qimugjuk","969 Federal Road","969, rue Federal",Iqaluit,NU,Nunavut,Nunavut,"X0A 0H0",Fair,Passable,Fair,Passable,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P400512-102-40000861,10577,010577,"RCMP Headquarters Site","Site Administration centrale de la GRC","Nicholson Building RCMP HQ","Édifice Nicholson - Administration centrale de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Good,Bonne,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P400512-102-40000861,10577,010577,"RCMP Headquarters Site","Site Administration centrale de la GRC","Nicholson Building RCMP HQ","Édifice Nicholson - Administration centrale de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P400512-102-40000861,10577,010577,"RCMP Headquarters Site","Site Administration centrale de la GRC","Nicholson Building RCMP HQ","Édifice Nicholson - Administration centrale de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P400512-102-40000861,10577,010577,"RCMP Headquarters Site","Site Administration centrale de la GRC","Nicholson Building RCMP HQ","Édifice Nicholson - Administration centrale de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
